battery,cycle,V_min,V_max,V_mean,I_min,I_max,I_mean,T_min,T_max,T_mean,duration_s,Capacity,SOH,EOL_cycle,RUL
B0005,32,2.64010141737067,4.18921207304098,3.5614521756489204,-2.0164420273602586,0.0030782527761262007,-1.8921861285036712,24.32051139249706,38.1983618706913,31.931593674911532,3429.407,1.80210690024615,90.10534501230751,253,221
B0005,33,3.1054460082871422,4.21291099996523,4.056509050138727,-3.4790104488850004,1.517095395882731,0.9646896474341132,24.162156462647953,29.90236309006016,26.52595276450022,9936.031,1.8023432005361797,90.11716002680899,253,220
B0005,34,2.5739035098380962,4.188899969428112,3.5603420474985823,-2.016465255161054,0.0009018486465400538,-1.9027629207037406,24.357321702352365,38.31926916027133,31.941655359029298,3409.484,1.802579500826209,90.12897504131045,253,219
B0005,35,3.098521142673477,4.213175415157681,4.055991881873581,-3.461446831236046,1.5164629383150432,0.962272056961881,24.228713761357017,30.108307461804788,26.591676949772925,9989.532,1.8028239075548094,90.14119537774047,253,218
B0005,36,2.4942396831720126,4.188779799856791,3.5591189041401865,-2.0181069603406625,-0.00044812397487015555,-1.9133470605822436,24.382419922756025,38.4787542519308,31.965008645476725,3390.422,1.8030683142834096,90.15341571417048,253,217
B0005,37,3.089171188226161,4.212972694840331,4.056478346718693,-3.450379445041623,1.5161161861598926,0.9537153567418096,24.241843287727786,30.32132377942574,26.645032205307864,10158.782,1.8029229695015068,90.14614847507534,253,216
B0005,38,2.4556793246645583,4.189272591516219,3.557886771846508,-2.0170254305215485,0.002337558709004184,-1.9131602105481538,24.355030419469987,38.54659017774874,31.966241678512723,3390.281,1.8027776247196041,90.13888123598021,253,215
B0005,39,3.235784344365443,4.212806303346363,4.079851333950047,-3.646980102654795,1.5167316228940972,0.9411642330468534,24.19543355059427,29.01875034428269,25.663244609650953,10289.312,1.8249018098262617,91.24509049131308,253,214
B0005,41,2.632142800798914,4.187614060563439,3.5520375235511907,-2.01684718332263,0.005955165804640151,-1.8553455745575975,24.549424447285215,38.44749852224995,32.37143341978575,3591.734,1.8470259949329193,92.35129974664596,253,212
B0005,43,3.0683685778510936,4.213442172806784,4.057903790387567,-3.398836643486512,1.5153264287158423,0.9612867786553304,24.71458123416169,29.356471957843606,26.015018000119397,10283.077999999994,1.8472216531082817,92.36108265541408,253,210
B0005,45,2.5027764692056795,4.1876287811083985,3.5525668436897124,-2.016190951623346,0.0016182635202416972,-1.8746995273150975,24.917503693363493,38.992275791716615,32.70024990461686,3552.297,1.847417311283644,92.3708655641822,253,208
B0005,47,3.062344528295997,4.212832102518414,4.056383883924776,-3.4078891045691866,1.516710708987509,0.963212383695507,24.720199951723636,29.32754285404437,26.09181445728815,10281.39,1.8417973663157694,92.08986831578846,253,206
B0005,49,2.617507742871704,4.187447226312926,3.556794038327039,-2.016760348146938,0.002519215784369448,-1.873827212788385,24.56596639952811,38.51424197364312,32.32266411829938,3531.578,1.8361774213478947,91.80887106739473,253,204
B0005,51,3.0904138909445984,4.212770290752828,4.058279288673889,-3.464130250924988,1.5163150263089855,0.9697506680439039,24.33879447791203,28.938506516868497,25.709030057450274,10081.797,1.8309790844627596,91.54895422313798,253,202
B0005,53,2.694074478000972,4.187344026387161,3.5614100044534203,-2.0160230713598764,0.0037933120349866447,-1.883193546754683,24.21658146702539,38.165816144899125,31.98795810666763,3492.907,1.8257807475776242,91.2890373788812,253,200
B0005,55,3.1140130371184864,4.213276766831537,4.065739463308087,-3.4935571241981895,1.5169994248587462,0.931056714150449,24.197877286536087,28.754789972770777,25.473631563964574,10797.328,1.8254471955427305,91.27235977713653,253,198
B0005,57,2.6237674644021887,4.187438187636325,3.5566107947817986,-2.01719076462715,0.00343888873867598,-1.873239184822504,24.054990657817566,38.16526203587147,31.894456524691385,3511.594,1.8251136435078368,91.25568217539184,253,196
B0005,59,3.108464373403045,4.212690151499114,4.0611501521821065,-3.4951011322233136,1.5184741108182815,0.9648375330851495,24.107357999599078,28.688602374299098,25.427401199812184,10099.218,1.8253475738641065,91.26737869320533,253,194
B0005,61,2.5010798299873738,4.18774138117799,3.5586742170266272,-2.0161148625656655,0.0012614422239159216,-1.9139593751505897,24.024851602995685,38.27549578575718,31.78039681801023,3431.9370000000054,1.8255815042203762,91.2790752110188,253,192
B0005,63,3.099532736693632,4.212873191810286,4.060647477294544,-3.4904911773797043,1.516919363258194,0.9656310887431298,24.033722015137002,28.633407089003214,25.37095530984966,10078.719,1.8198063158643834,90.99031579321917,253,190
B0005,65,2.6849988185249796,4.188261122540052,3.564103182686905,-2.0168636304742815,0.0031353992245556606,-1.9030532722310995,23.93622764909489,37.982160799183106,31.688747146342205,3431.125,1.8140311275083907,90.70155637541953,253,188
B0005,67,3.133150786659082,4.213238259402031,4.067270138639281,-3.5331810156551415,1.5161717111709385,0.9343625511181636,23.947398698846445,28.589954117359028,25.273682170348483,10617.375,1.8144001608121423,90.72000804060711,253,186
B0005,69,2.547109116468133,4.187338767288234,3.559588063594272,-2.024643671910137,0.0011043615738374486,-1.9134590742247914,23.811534187517502,38.11100191887773,31.596747992569153,3412.406,1.8147691941158939,90.7384597057947,253,184
B0005,71,3.119641559381448,4.213312787594857,4.06627015738475,-3.513207367229806,1.5177899917802138,0.9378723891405097,23.841312817521448,28.50176643400805,25.188122631656277,10564.157,1.814369291413123,90.71846457065615,253,182
B0005,73,2.471314764334132,4.187560306288175,3.556833231052199,-2.017291134571006,-3.060676830687782e-05,-1.913620909902553,23.754765330883426,38.18831137948753,31.565586498787077,3410.688,1.813969388710352,90.69846943551761,253,180
B0005,75,3.117821882492223,4.212902355486726,4.063497194671534,-3.5054603250839507,1.5178105214785498,0.9583515841331876,23.875743075457656,28.530897709955585,25.208644345593083,10143.984,1.8083675269390875,90.41837634695437,253,178
B0005,77,2.6613903306108773,4.18805176248713,3.5624410850948944,-2.01713712589233,0.0037901043107805275,-1.9025819745719061,23.79410930748377,37.998541119085836,31.59124667045208,3410.718,1.802765665167823,90.13828325839116,253,176
B0005,79,3.148580175410883,4.212958241599311,4.070367166586395,-3.5490719760595026,1.5192411400177066,0.923985399312232,23.918406035072028,28.577658552419905,25.22309620072603,10790.452999999994,1.8034213526425875,90.17106763212938,253,174
B0005,81,2.541762355407921,4.187667484260542,3.5591407106855666,-2.0159460285100574,0.0006901740069088986,-1.9130621638638965,23.801300986918452,38.194201649765226,31.603485399391182,3392.719,1.804077040117352,90.2038520058676,253,172
B0005,83,3.1580925982193535,4.213259231541884,4.0705017213426595,-3.5621332354558053,1.5164571928267292,0.9376239238395178,24.401860458892934,28.9596644463361,25.60871637467594,10442.891,1.8199855439683843,90.99927719841922,253,170
B0005,84,3.819395599301223,8.393141180564633,4.210968137972064,-4.4796596195981975,1.4228266793053173,0.0073240257131663026,23.822593390953838,24.01713143780734,23.904181418379917,1674.484,1.8358940478194163,91.79470239097081,253,169
B0005,85,2.628919415830567,4.2010701773378685,3.5573161327793144,-2.0167372379007014,0.0008475435827522827,-1.920618117118412,23.78129749955371,38.45796400011448,31.91556385491565,3470.672,1.8518025516704486,92.59012758352243,253,168
B0005,87,3.0915429116168727,4.209223108011576,4.130785490934083,-3.44733089940877,1.5196672384784107,0.6962458837408647,24.223983259170872,28.988708015070493,25.487835720020833,10113.656,1.8412531986721956,92.06265993360978,253,166
B0005,89,2.6312552691827045,4.1996223345495824,3.561870782772737,-2.0183057226929555,0.0011650883880798665,-1.9298830859597569,24.2036410699716,38.49126351534004,32.081128118597164,3414.109,1.8307038456739428,91.53519228369714,253,164
B0005,91,3.1353563535730373,4.2088651384450735,4.1327876409997755,-3.4987231998771415,1.5173130409965125,0.6900210401744445,24.084338083873263,29.096040691287843,25.536147530542536,10137.89,1.8253039773120348,91.26519886560173,253,162
B0005,93,2.654880745360911,4.199853323702163,3.5617586337260088,-2.016579511976592,0.0019472390588109682,-1.9293005284805407,24.00078927251757,38.31473393357882,31.849792632896243,3395.219,1.8199041089501267,90.99520544750634,253,160
B0005,95,3.1610721465158074,4.208915856299548,4.137730987261442,-3.536407100583495,1.523723794437228,0.652562076583841,23.62822541246626,28.801172039065204,25.116393283510156,10651.657,1.8146060363264893,90.73030181632447,253,158
B0005,97,2.6749688422803803,4.199103467081427,3.5597307651083123,-2.0193879194408373,0.0018372947715281892,-1.923330987770314,23.53999092882516,37.861934640176806,31.465690433362017,3386.0,1.8093079637028517,90.46539818514259,253,156
B0005,99,3.1817353485221376,4.209312403034285,4.135482199390235,-3.554660481050277,1.5168222482277545,0.6894028487761957,23.58982857337026,28.45707570576707,24.93654575305907,10032.485,1.8069589341416858,90.34794670708429,253,154
B0005,101,2.6159705726789904,4.199998536865001,3.5575937553540915,-2.015814483813837,0.0074961910680886356,-1.9284469980320087,23.566095747572557,37.90665575786083,31.40934895665031,3368.187,1.80460990458052,90.23049522902599,253,152
B0005,103,3.188736239230124,4.209847565954341,4.139326441744096,-3.559444964364823,1.518117505061806,0.6521290223116658,23.93100684906631,28.65264667440442,25.09997200587896,10574.297,1.8019934848888695,90.09967424444348,253,150
B0005,105,2.658447162110498,4.19967522099872,3.5597237883937995,-2.019901495893039,0.001392374886299951,-1.9231439161693824,23.9730227457941,38.34003238560517,31.902247475518077,3368.266,1.7993770651972192,89.96885325986096,253,148
B0005,107,3.1995494512602285,4.208965362941993,4.138977878664847,-3.5612026877917553,1.5176979011522238,0.6568967324675313,23.807911838361818,28.898824039759212,25.238210571113736,10461.735,1.7939101493671328,89.69550746835664,253,146
B0005,109,2.6979426084271156,4.1991847248803165,3.559061771422033,-2.016522387288751,0.0025753372180031702,-1.9170149640438081,23.755161868961988,38.0745950590744,31.649024294808623,3358.719,1.7884432335370462,89.42216167685231,253,144
B0005,111,3.2162013536262384,4.209292498751627,4.1375438860840354,-3.5948737369966377,1.5179414843613923,0.6848687577377983,23.586914187260792,28.633513419804633,25.076721129383717,9993.062000000005,1.7856831409811593,89.28415704905797,253,142
B0005,113,2.6617272246516333,4.200012480335,3.557015527748059,-2.017112121704317,0.0011747056452339859,-1.922048805055383,23.51454265913581,38.07252758016199,31.48874626238971,3339.5,1.7829230484252723,89.14615242126361,253,140
B0005,115,3.223928529991111,4.209583847791707,4.142130778874384,-3.6018235936716247,1.5176043900064717,0.6428013189320935,23.31379977040365,28.473512860821305,24.785407292651822,10602.281,1.7779783821135506,88.89891910567754,253,138
B0005,117,2.699288287625812,4.1992373656547874,3.5562481933590964,-2.018009988339822,0.0023816748049826563,-1.9162302821549877,23.27146353182613,37.80133585100446,31.329995610092634,3331.265,1.7730337158018288,88.65168579009143,253,136
B0005,119,3.239300973000498,4.209668023401793,4.143752782064051,-3.629064335057617,1.517170258313206,0.6353957512752219,23.393305453671598,28.25409621799234,24.684734315899224,10667.969,1.773035735440383,88.65178677201915,253,134
B0005,121,2.6127932408838532,4.1993957811187075,3.5532756526091784,-2.017724236336294,0.0021374370347549054,-1.9220800182578983,23.439367870877128,38.39873985476869,31.569551201845574,3321.188,1.773037755078937,88.65188775394685,253,132
B0005,123,3.2364581942530544,4.209651256417474,4.142407348200686,-3.6131518500912776,1.5211473138342544,0.644943392264159,24.002283686284205,28.7817612001126,25.22288378016189,10504.781,1.7704549328725712,88.52274664362855,253,130
B0005,125,2.6637064901468075,4.1995786980260705,3.556266431640255,-2.016792488625222,0.00151986195803867,-1.9162417890311958,24.020578317587123,38.74929237918251,32.111426258867944,3321.844,1.7678721106662054,88.39360553331026,253,128
B0005,127,3.24280663963839,4.208972610120855,4.140988175836148,-3.6294504437547443,1.5195838519202762,0.6592412796626481,24.271128751208252,29.239711164174615,25.651300573733486,10246.781,1.7650935905377572,88.25467952688786,253,126
B0005,129,2.6668454289754746,4.199546957512695,3.5563095420140822,-2.0172551326315866,0.0018244735178706453,-1.9158809823517762,24.256086319320033,38.87275464755104,32.271676011112376,3311.828,1.7623150704093087,88.11575352046543,253,124
B0005,131,3.247480792255816,4.208924563756907,4.141220239838989,-3.6549536807328544,1.5176959368230498,0.6624066950520237,24.06058870103416,29.20215112477588,25.56869332326285,10166.218999999997,1.7649661814515767,88.24830907257883,253,122
B0005,133,2.684431051981017,4.194091469340824,3.558950851054106,-2.0159457514475405,0.0005228307091433465,-1.9114406265753041,23.99270220171187,38.503541429116005,31.842291659678658,3327.391,1.7676172924938447,88.38086462469224,253,120
B0005,134,3.2325525653503906,4.209761448406007,4.145471994664563,-3.6698120760048636,1.51917586801601,0.6261909523367005,23.66068079402558,28.994866075880225,25.077792180591818,10804.922,1.7651428261184958,88.25714130592479,253,119
B0005,135,2.645224362345869,4.200715235801255,3.5534418211598053,-2.021877555086194,0.002427106886628309,-1.9158166997544155,23.826487051861594,38.27009094548294,31.759815453754253,3312.078,1.762668359743147,88.13341798715734,253,118
B0005,137,3.2460008786636303,4.2099926286120235,4.14506668505229,-3.663267101527155,1.5179081116326563,0.6255590922646385,23.416793639013417,28.689379753778315,24.88199584693937,10758.985,1.7571994234047805,87.85997117023902,253,116
B0005,139,2.6603527244917,4.1990980807180325,3.5510121537420285,-2.0169903181968984,0.0006158711833322257,-1.9151304155635374,23.348558306380394,38.11684755251712,31.41911167391793,3293.172,1.7517304870664143,87.58652435332071,253,114
B0005,141,3.258925472084767,4.20985882694637,4.1439383443857984,-3.6630644097478386,1.517811940099476,0.6488218351577303,23.301627528103573,28.49879598287713,24.755786611089874,10317.515,1.7467900459312076,87.33950229656038,253,112
B0005,143,2.6926849789916263,4.199398534411534,3.551317608213948,-2.016185456554963,0.0008035192993614022,-1.9148485784393638,23.236214188565974,38.04152715355532,31.331626572312267,3275.328,1.7418496047960008,87.09248023980004,253,110
B0005,145,3.2692690512059093,4.209887230778187,4.147603583681183,-3.6848694124104724,1.517838583010628,0.6152408363821585,23.24672830817118,28.4799079867521,24.655846530387144,10805.734,1.7389704779903572,86.94852389951787,253,108
B0005,147,2.670544734728978,4.199122915612965,3.549003180550162,-2.0170647431651068,0.0014889451776809062,-1.9144128654409127,23.214801785728056,38.17980302242767,31.35934131425137,3265.016,1.7360913511847138,86.8045675592357,253,106
B0005,148,3.3033140359155366,4.208756826791167,4.144169219623314,-3.750655264382395,1.5189958805966282,0.6655584759744552,24.00317674324543,29.03785527005412,25.34567237446073,9946.391,1.7648576830210372,88.24288415105185,253,105
B0005,149,2.605158060541757,4.190409478081396,3.5597648340955175,-2.0168134548386294,0.002493114712392233,-1.9388813849818083,26.647373946169793,40.71218198711114,34.31088483888259,3328.937,1.7936240148573608,89.68120074286804,253,104
B0005,151,3.1336137688971912,4.209078075122493,4.131849671664145,-3.4572307856174196,1.5168233863953686,0.6848433296419463,25.84852294268604,31.187717740405038,27.394756753879477,10063.547,1.7884065185923441,89.4203259296172,253,102
B0005,153,2.672012007453096,4.199933846791869,3.5623454342368555,-2.0165540953857675,0.002858970104521588,-1.927509725704535,25.69911743242072,39.885261233152924,33.43585640373788,3329.266,1.7831890223273275,89.15945111636637,253,100
B0005,155,3.194525311567972,4.208951335685938,4.137762150724724,-3.5412440147431115,1.526713269764804,0.6556671395283481,24.96756846214276,30.582056460987562,26.62662742896046,10376.172,1.7752766149776116,88.76383074888058,253,98
B0005,157,2.674271233724938,4.199365021329158,3.558336657621618,-2.022483480851903,0.0012369720338688353,-1.9267185977839403,24.833281081823134,39.18287352945846,32.66698125020078,3301.579,1.7673642076278957,88.36821038139479,253,96
B0005,159,3.222452894613076,4.208915493791651,4.136417646225786,-3.5744732232808083,1.5177850169451024,0.6916168312082189,24.48380885702922,29.82743733628493,26.046549681443857,9756.858999999997,1.7621909963316011,88.10954981658006,253,94
B0005,161,2.6309416727017187,4.19902365945384,3.554013138622869,-2.0168041459037114,0.0027115029184951785,-1.9261308349663746,24.361616832363048,38.951564804030774,32.28423408691397,3283.563,1.7570177850353066,87.85088925176532,253,92
B0005,163,3.235623629031344,4.209049100025683,4.143293464486577,-3.61089870293044,1.517580419178102,0.6328237481397364,24.09436200073004,29.510756491862573,25.581948046823246,10610.906,1.7519442015095485,87.59721007547742,253,90
B0005,165,2.6629725743154204,4.199432142144215,3.552376095886298,-2.0172800396238526,0.003127245831423531,-1.9202346781375206,24.019157444608588,38.607510759873634,32.00739178780946,3275.125,1.7468706179837907,87.34353089918953,253,88
B0005,167,3.253161660922962,4.209569401740179,4.141204436224519,-3.639611422840837,1.5186864794207853,0.668387782555242,24.040154632459373,29.242612704276365,25.49138644694599,9978.078,1.7442939343647526,87.21469671823763,253,86
B0005,169,2.612942119873717,4.199640922827531,3.549618661283733,-2.0159193745006387,0.0012894534058489268,-1.9201011498853633,24.006646494284762,38.920359903369054,32.06387071886056,3265.656,1.7417172507457144,87.08586253728572,253,84
B0005,171,3.2592554494686565,4.209622938017622,4.143218012656775,-3.631031388483906,1.516864718731142,0.6491951599580638,24.340261894805117,29.462118812271356,25.701157771778043,10246.984,1.7390698781967666,86.95349390983833,253,82
B0005,173,2.6157198442661476,4.199305653118061,3.54938103086703,-2.0206059195730015,0.0010352326876111328,-1.9144278105456467,24.328038456694348,39.23273115358871,32.43754560319043,3266.093,1.7364225056478186,86.82112528239094,253,80
B0005,175,3.2649322937796708,4.209081297803344,4.144865101412786,-3.652558047852112,1.5169075519536304,0.6352097009956666,24.159479762800604,29.50834432489215,25.613934369346374,10437.047,1.7313721147857006,86.56860573928503,253,78
B0005,177,2.6287695472774453,4.198949734540481,3.5472118680418956,-2.017554048083073,0.002141440621650397,-1.908340706503589,24.121591093765634,38.964927068400804,32.16809876635083,3257.594,1.7263217239235826,86.31608619617913,253,76
B0005,179,3.279483281471355,4.208974409503451,4.147948571482696,-3.6543670254141096,1.5184780957612627,0.6090395837543103,24.032037356605592,29.374561267657022,25.46355915016756,10805.827999999994,1.721064131428298,86.0532065714149,253,74
B0005,181,2.6655106679421823,4.19834220599025,3.5467052098640246,-2.016416703030436,0.0017702200905978112,-1.902207182631691,23.971565610462942,38.83927283461771,32.05752645824972,3248.593,1.7158065389330133,85.79032694665067,253,72
B0005,183,3.291206125801604,4.209555035163918,4.149201403617409,-3.671875049505212,1.5156642683871617,0.6063799232898632,23.889823068013925,29.242377848768914,25.33969655722996,10805.375,1.7131699450341027,85.65849725170513,253,70
B0005,185,2.650495153350403,4.198995776266302,3.544629653883431,-2.0170229987437884,0.0014307662327893813,-1.9020484449938713,23.83541998401671,38.82796377704433,31.975920928072714,3238.766,1.710533351135192,85.52666755675959,253,68
B0005,187,3.2971153140129523,4.209137758018692,4.149406779823055,-3.672509218918276,1.5160037580001224,0.6108325931216375,23.949399827052787,29.194410076554547,25.31525129117544,10685.968,1.7082739253918564,85.41369626959282,253,66
B0005,189,2.643236235233877,4.19916986492694,3.5436291614253204,-2.016783933430818,0.00490119980676573,-1.8964907679062355,23.956923878018035,39.14007944734004,32.21689335291319,3240.14,1.706014499648521,85.30072498242605,253,64
B0005,191,3.300542688148963,4.209099895596076,4.149090663397314,-3.6974959048887244,1.5173442325188395,0.6146512973678119,24.512527942674893,29.65122582795794,25.828563716440225,10588.64,1.70316276345639,85.15813817281949,253,62
B0005,193,2.656450207001938,4.199246833083063,3.5444946147995258,-2.0199829306240713,0.001796424269077256,-1.895971437908019,24.465118009505925,39.349611598028886,32.55632993697177,3230.109,1.7003110272642588,85.01555136321294,253,60
B0005,195,3.3051034396902876,4.209853267385404,4.150424193061779,-3.6992236317763525,1.516620367139724,0.6043008559339099,24.318435980891074,29.592983253559662,25.734607118644377,10736.094,1.697445443722024,84.8722721861012,253,58
B0005,197,2.626177688152069,4.1992551886401595,3.5409201846556857,-2.016448312230377,0.004899013626111221,-1.8899648799839277,24.267851748683743,39.29444535878087,32.40048085325998,3229.7810000000027,1.6945798601797895,84.72899300898948,253,56
B0005,199,3.3082686726641857,4.2096673235964825,4.146085129079872,-3.7091773352591484,1.5167330787937718,0.661310694665889,24.200642061950155,29.51162108922301,25.76108296721704,9790.859,1.689741384420359,84.48706922101795,253,54
B0005,201,2.6582230344240045,4.199610827671791,3.541195668799061,-2.0264654916334726,0.002434406743192847,-1.8893703824420507,24.14386556947967,39.10487658009542,32.29371860868794,3212.469,1.6849029086609286,84.24514543304643,253,52
B0005,203,3.3175201646841104,4.209786575419923,4.1499193977728535,-3.7157585852195676,1.5215190253817978,0.6265507198651841,24.03452719909137,29.367459158203413,25.571090931927195,10274.359,1.6796885338884502,83.98442669442251,253,50
B0005,205,2.695100237338448,4.1994453812630566,3.540671044783382,-2.017330650607364,0.0014513205321675263,-1.8776883243431417,23.934085583884677,39.0462609369598,32.136071448067796,3213.219,1.6744741591159717,83.72370795579859,253,48
B0005,207,3.325912676457561,4.209876728572126,4.153218272900694,-3.740291077407621,1.5222178795747785,0.5961783460440804,24.08467376180721,29.23737726861414,25.430453941726714,10711.063,1.674521703551941,83.72608517759706,253,46
